title,score,genres,episodes,synopsis,popularity,members,studios,year
Urusei Yatsura Movie 3: Remember My Love,6.92,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Shounen']",1.0,"It seems that when Lum was born, a postal screwup resulted in a witchy friend of the family not getting an invitation to the celebration. The witch put a curse on Lum, that she would never be happy with her True Love. 

In the present, a new Amusement Park has been built in Tomobiki, and opening day finds the whole gang sampling its pleasures. At a magic show, however, Ataru gets turned into a large pink hippo-potamus, FOR REAL! 

When Lum attempts to track down the magician that transformed her Darling, things start to get very weird, ve",6942,10398,['Studio Deen'],
Erotic Encounter of the Alien Kind,6.72,['Hentai'],1.0,"An alien crashes into Amano and while fixing her body, makes her smarter, more athletic, prettier, and increases her bust size about five cups by accident. The alien then requests to monitor her, since he came to Earth to monitor humans anyway, and doesn't really do anything to her until she sees Sugiuchi and Amano get horny. The alien then manipulates Amano's body and makes her star",6943,10398,['Peak Hunt'],
Samurai Gun,5.92,"['Action', 'Historical', 'Samurai', 'Seinen']",12.0,"It is the beginning of the industrial revolution, and feudal Japan is in turmoil. The ruling Shogun are wielding their abusive powers to instill fear and dominance over their oppressed subjects. Beatings, imprisonment, rape and even murder are the adopted tactics chosen to maintain their reign. The bloodshed must end. A group of Samurai have banded together, and, with the development of new weapons and new technology, they have both the will and the hardware to stand up and fight. Ichimatsu is one of these fighters. By day, he works incognito at a local tavern, in the evenings he frequents the brothels, and by the dark of night, he doles out some big-time, gun-barrel justice. He is here to help. He is Sa",6944,10392,['Studio Egg'],2004
Yatogame-chan Kansatsu Nikki 4,6.3,"['Comedy', 'School', 'Shounen']",10.0,Fourth season of Ya,6945,10397,['Saetta'],2022
Super Heavy God Gravion Zwei,6.62,"['Adventure', 'Comedy', 'Sci-Fi', 'Mecha']",12.0,"After Gravion was able to use its ultimate attack, the Zeravire threat seemed to have temporary stopped. However when it rises back up all of a sudden, the Earth Gult and its trump card, the super robot Gravion, is needed to defend this world again. All this while, the EFA is planning to create their own weapons to counter the Zeravire, the Grand Trooper. Now as they attempt to fend off the Zeravire, the people of the Earth Gult and EFA must protect their future as well as confront their pasts, and unveil the mysteries of th",6946,10394,['Gonzo'],2004
The Ambition of Oda Nobuna,6.89,"['Action', 'Comedy', 'Romance', 'Harem', 'Historical', 'Military', 'Time Travel']",1.0,A summary ep,6947,10388,['Madhouse'],
Pokémon: Eevee and Friends,6.78,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",1.0,"The 25th Pikachu short, set to premiere alongside the 16th movie of the Pokemon franchise, ""Pokemon Best Wishes! Seaso",6948,10384,['OLM'],
Pokémon Ranger: Guardian Signs,6.37,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",2.0,"Two five minute specials based on homonym games. Natsuya receives a mission from Professor Hastings to protect Pokémon and destroy the Pokémon Nappers, who poac",6949,10382,['OLM'],
Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,6.93,['Hentai'],2.0,Based on the erotic ,6951,10378,['PoRO'],
Dimension High School,5.11,"['Fantasy', 'School']",11.0,"The high school boys transferred to an anime world while they are in cramming school. Since then, they start school life in the anime world they transferre",6950,10374,['Asmik Ace'],2019
Shishunki no Obenkyou,7.57,['Hentai'],,No synopsis information has been added to this title. Help improve our database,6952,10376,['Studio 1st'],
Tiger & Bunny Pilot,6.16,"['Action', 'Comedy', 'Super Power']",1.0,The pilot episode for Tiger & Bunny released on,6954,10361,['Sunrise'],
Pokémon: Meloetta's Moonlight Serenade,6.45,"['Adventure', 'Comedy', 'Fantasy', 'Music', 'Kids']",1.0,"The 24th Pikachu short, set to premiere alongisde the 15th movie of the Pokémon franchise, ""Pokemon Best Wishes!: Kyurem vs. Seikenshi"". It will star the recently unveiled Pokémon, Meloetta, in its ",6955,10356,['OLM'],
MahoYome: Greeting,6.01,['Parody'],1.0,"The official Twitter account for Mahoutsukai no Yome began streaming an episode 0 of the MahoYome anime shorts on Tuesday. In the episode, Chise, Elias, and Ruth debate about who should speak, and Chise eventually introduces",6956,10356,"['W-Toon Studio', 'DMM.futureworks']",
Snack Basue,6.48,"['Comedy', 'Adult Cast', 'Workplace', 'Seinen']",13.0,"Located five stations away from Hokkaido's largest downtown area Susukino. A fun shop called ""Snack Busue"" can be found run by mama Basue and mama Akemi. Filled with the laughter of the girls and their unusual regulars, you'll be smiling along with them before you know it. 

",6958,10344,['Studio PuYUKAI'],2024
00:08,4.95,['Avant Garde'],1.0,"A man enjoys a drink over and over and over again, for eight seconds each time. At first, it seems like every drink is the same. But with every sip, something changes, making things a little more intriguing each time.",6957,10354,['add some'],
Shounen Sunday CM: Denpa Kyoushi,6.36,"['Comedy', 'School', 'Shounen']",2.0,"Two short anime clips, produced by A-1 Pictures and serving as promotion for the ma",6959,10350,['A-1 Pictures'],
Nitaboh,7.26,"['Drama', 'Historical', 'Music', 'Performing Arts']",1.0,"At a young age, Nitaroh is stricken with an illness that leaves him blind. He inherits the shamisen once used by his mother and is taught its basics by a blind traveling shamisen player. In time, with the help of friends old and new, he walks the paths that leads to his ultimate fate—that of founder of the Tsugaru style of shamis",6960,10342,['WAO World'],
Katekyou Hitman Reborn! x ēlDLIVE Special,6.68,"['Super Power', 'Shounen']",1.0,Short anime special for Katekyou Hitman Reborn! and ēlDLIVE that exhibited at Akira Amano Illustration Exhibition b,6961,10342,['Artland'],
Detective Conan Movie 09: Strategy Above the Depths Recap,7.61,"['Adventure', 'Comedy', 'Mystery', 'Detective', 'Shounen']",1.0,A promotional preview summary of the events in Detective Conan Movie 09: Strategy Above the Dept,6962,10337,['TMS Entertainment'],
801 T.T.S. Airbats,6.48,"['Action', 'Comedy', 'Romance', 'Military', 'Shounen']",7.0,"When aviation mechanic (and anime fanboy) Takuya Isurugi is transferred to the 801st Tactical Training Squadron, he gets more than he bargained for. Moderated by hard-headed veteran ace Mitsuru Konishi, the ""Airbats"" are an all-female aerial acrobatic team consisting of loose cannons Miyuki Haneda and Arisa Mitaka, karaoke freak and gambling genius Sakura Saginomiya, and junk food lover Yoko Shimorenjaku. Both Haneda and Mitaka do not get along with each other, and their rivalry worsens when they both fall for Isurugi. But with the entire JASDF having doubts about the team, the Airbats must work as a team ",6964,10334,['Studio Fantasia'],
Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,6.76,['Hentai'],2.0,"Ryuya has an older sister, Miya.  He lives a peaceful school life with his friends.  But one day, he and his friends accidentally drink a medicine juice.  Once you drink it, you'll become sexually sensitive and get excited.  The breasts of the girls who drink it will get bigger and they will need to have sex to cool down.  Also, to make a vaccine, they will need to get pregnant.  Ryuya starts having sex with the girls to cool them down and make a vac",6963,10336,['Nihikime no Dozeu'],
Ice,5.27,"['Action', 'Girls Love', 'Sci-Fi', 'Military']",3.0,"By A.D. 2010, all men have died off quickly due to a dramatic change in the environment and an unknown contaminant. The population decreased to the lowest number ever seen...until only the women were left alive.

They live huddled in small corners of a world mostly reclaimed by nature.
There are those who accept their inevitable extinction and live a carefree life...
There are those who try to continue on the race with the help of science...
It is a society of constant conflict over their differences of principles and policies.

The story takes place in the center of Tokyo. It is one of the places left for them. The conflict over the specimen of ""ICE"" and the chance it may provide to save humanity be",6966,10328,['PPM'],
Dokidoki Oyako Lesson: Oshiete H na Obenkyou,6.66,['Hentai'],2.0,"Based on the hentai game by Tinker Bell.

Shio Atsushi is a professor who will provide home class to two daughters of different families: Arisa and Maya.
But it seems this won't be only educational purpose since the two girls",6965,10331,['T-Rex'],
Seika Jogakuin Kounin Sao Ojisan,7.63,['Hentai'],6.0,"A middle-aged man who is trapped in a huge debt due to being the guarantee of his friend's failed business. He receives a high paying job offer from Seika School. Seika School is an elite school for girls, it educates girls to be elegant elite princesses and prohibits them from dating. But they couldn't stop the lust of the elite princesses. That's why Seika School provides a system by employing men to become gigolos to satisfy the unstoppable lust of elite prin",6967,10329,['T-Rex'],
Violet Evergarden CMs,7.96,['Drama'],2.0,Special trailers released on YouTube announcing Violet Evergarden's anime adaptation. Features all original animat,6968,10320,['Kyoto Animation'],
Maria Watches Over Us,7.27,"['Comedy', 'Girls Love', 'School', 'Shoujo']",7.0,A series of specials included on the Maria-s,6970,10324,['Studio Deen'],
Kami nomi zo Shiru Sekai: Natsu-iro Surprise,6.51,['Music'],1.0,Music video included with KamiNomi OVA's theme,6969,10327,['Manglobe'],
Lupin III: The Legend of the Gold of Babylon,6.45,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Adult Cast', 'Seinen']",1.0,"Mysterious Babylonian Tablets unearthed in Manhattan provide tantilizing clues about the location of the Tower of Babel - not the biblical one, but the original one, built out of solid gold! 

The Mob is out to get the gold, but so is Lupin III. 

It's Thugs vs. Thieves when Lupin & Co. go up against a fearsome flyswatting Polish Mafia boss, a bevy of beauty-contest policewomen, Zenigata, the hard-luck Interpol Inspector, a mysterious bag-lady AND his own girl-friend in a trans-continental trust-nobody trek after a treasure of biblical prop",6971,10321,['Tokyo Movie Shinsha'],
Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,6.21,['Comedy'],1.0,Madobe Nanami is a computer store employee who instructs customers on how to magically assemble their PCs.  She also shows them some of,6972,10323,['Rising Force'],
Majin Bone,6.63,['Strategy Game'],52.0,"Anime adaptation of Majin Bone, a digital card game project.

Majin, the creator of the Universe, has been resurrected in the present day. Shougo Ryuujin, an ordinary high school student who transforms into the Bone Fighter Dragonbone with the Bone Card in order to save Earth. Together, with the other White Bone warriors take a stand against the Dark Bone, a foe that has appeared from darkness to devastate Earth. However, ""could the true enemy be ",6973,10314,['Toei Animation'],2014
Natural Love Colored Alcohol,6.84,['Hentai'],2.0,"Based on the adult manga by Arima Jin.

Akira and her lover Naoto get distracted by sex in the bath. As a result, Naoto contracts a cold. Akira is worried about him, but when she comes to check on him, he distracts her with sex and they begin to mess around, only for him to overexert himself. No need to worry, though... Akira takes care of him! Then, Akira has to work on Naoto's birthday, but before she can bring home her double pay, she accidentally downs a leftover alcoholic drink. Naoto is called in to bring her home, but his birthday has already ended, and Akira is so upset she begins to cry. There's only one thing to do, really: celebrate right there, with plent",6974,10311,['BreakBottle'],
El Hazard 2: The Magnificent World,6.76,"['Adventure', 'Comedy', 'Fantasy', 'Isekai']",4.0,"Continuing the from OVAs; When Fujisawa, suffering from cold feet, leaves Miz at the altar, an enraged Priestess drafts Makoto and friends to go find him. In the couse of locating the hapless (and gutless) teacher, they find another Ifurita. Meanwhile Jinnai and Diva searching for a new Bugrom homeland stumble upon another yet another Demon God, the impish Kalia. However, unlike Ifurita she has a mind, and a mission, of ",6975,10303,['AIC'],
Battle Royal High School,5.58,"['Action', 'Horror', 'Supernatural', 'Gore', 'Martial Arts', 'Mythology', 'Super Power', 'Shounen']",1.0,"Riki Hyoudo dreams of becoming the strongest fighter in the world—and the first step in his journey is to take on the entirety of his high school's karate team. Donning his signature leopard mask, Riki defeats the members one by one before finishing off the imposing team captain, Baba. As he celebrates his victory, he is met with an unpleasant surprise: his fighting skill has caught the attention of Byoudo, Master of the Dark Realm.

Now, Riki faces a slew of opponents from both Earth and the Dark Realm, throwing his life into chaos. With his life on the line, Riki is forced to turn to new-found powers that put his humanity in jeopardy.",6976,10303,['D.A.S.T Corporation'],
Ascendance of a Bookworm: Re-Ascendance of a Bookworm,6.96,"['Fantasy', 'Isekai', 'Reincarnation']",2.0,"Recap episodes released before third season, summarizing first two seasons of Honzuki no Gekokujou: Shisho ni Naru Tame ni wa ",6977,10294,['Ajia-do'],
"Princess Jellyfish: Go, Sisterhood Explorers!",5.6,"['Adventure', 'Comedy', 'Josei']",6.0,The Amars go on ,6978,10302,"[""Brain's Base""]",
Fuzzy Lips 0,6.71,['Hentai'],1.0,Based,6979,10296,['Studio 1st'],
Karneval Specials,6.87,"['Comedy', 'Josei']",11.0,Reproduction of ending scenes with ,6980,10294,['Manglobe'],
Magical Girl Lyrical Nanoha: Detonation,7.53,"['Action', 'Comedy', 'Drama', 'Mahou Shoujo']",1.0,"During a rash attempt to save her father and her dying home planet of Eltria, Kyrie Florian is betrayed by her childhood friend, Iris. Furthermore, the power Kyrie has gathered from Nanoha Takamachi and the other Earth protectors cannot be used to help her father.

Iris casts the despairing Kyrie aside, having acquired what she desired to exact revenge on Yuri Eberwein, a powerful being who lies dormant on Earth. Left to pick up the pieces, Nanoha and her allies must confront the troublesome Iris to uncover the truth and stop the conflict between her and Yuri.

However, amidst the raging battles, a much more dangerous threat lingers in the shadows. No matter the obstacle, Nanoha remains diligent and does not hesitate to help those in need with her magic.",6981,10287,['Seven Arcs Pictures'],
Urusei Yatsura Movie 6: Always My Darling,6.76,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Shounen']",1.0,"Lupica, another one of the legion of space princesses that all seem to have found out about Earth in some tour book, appears and abducts Ataru! 

But Lupica isn't after Ataru for his great looks or charming personality (because he doesn't have either). Lupica's goal is the greatest love potion in the galaxy, which she intends to use to induce her sweetheart to tie the knot. To get it, she needs the possessor of the greatest lust in the un",6982,10286,['Madhouse'],
Beautiful Sisters,7.09,['Hentai'],2.0,No synopsis information has been added to this title. Help improve our database,6983,10284,['T-Rex'],
Code:Realize ~Guardian of Rebirth~ Set a thief to catch a thief,6.76,"['Fantasy', 'Romance', 'Historical', 'Reverse Harem', 'Josei']",1.0,"It has been a month since London was struck with tragedy, and a ceremony symbolizing peace and restoration will soon be held. In light of these events, Arsène Lupin plans to throw a party for Cardia Beckford to honor the fulfillment of her wish. Lupin sets out on a search for the perfect gift to offer her; however, he finds himself caught up in the theft of a valuable jewel, and he is framed and believed to be the culprit. With Lupin locked behind bars, his friends work along with Cardia and an unexpected ally to clear Lupin's name and find the real perpetrators behind the heist. ",6984,10278,['M.S.C'],
White Snake,7.49,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance', 'Martial Arts', 'Mythology']",1.0,"Xiao-Bai, a white snake demon, is sent on a mission to assassinate the Emperor's Taoist advisor, who has been killing snakes en masse in order to achieve immortality and curry the Emperor's favor. Xiao-Bai, however, is attacked by the advisor's lackeys before she can reach him and is subsequently defeated. Luckily, the demonic hairpin she was granted by the Snake Mother is able to save her life at the cost of her memories.

Xiao-Bai awakens in the Snake-catcher village, unaware that she is actually a demon or that she is surrounded by her sworn enemies. She meets Xu Xuan, the man who saved her, and is charmed by him. The two set out on a journey to discover who Xiao-Bai is, and learn the secret of her demonic hairpin. The pair is pursued by Xiao-Qing, Xiao-Bai's sister, who has sworn to the Snake Mother to retrieve Xiao-Bai within three days or die trying. As Taoists, demons, and humans collide, a tale of forbidden romance unfolds.",6985,10276,['Light Chaser Animation Studios'],
Hajimete no Hitozuma,6.85,['Hentai'],6.0,"Yoshino Kanako is happily married to Tomoya and they are preparing to have a child together. Everything is going great until Kanako meets with her father-in-law, Makoto, whom Kanako is already familiar with unfortunately... Something she never disclosed to her husband is that seven years ago she prostituted herself to abusive Makoto. Fortunately for Kanako, Makoto agrees to keep the secret on the condition that they re-establish their",6986,10277,['New Generation'],
SD Gundam Force,5.4,"['Adventure', 'Comedy', 'Fantasy', 'Mecha']",52.0,"The land of Neotopia is attacked by the Dark Axis, evil invaders from another dimension who wish to conquer this land. Neotopia's answer: the secret Super Dimensional Guard and their defenders, the Gundam Force. Led by Captain Gundam, the Gundam Force and its team of Gundams with special abilities are aided by a boy named Shute as they stop at nothing to defend the land from the Dark Axis and to defeat them once an",6987,10271,['Sunrise'],2004
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,7.29,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Space', 'Seinen']",13.0,"On an archaelogical mission to the end of the known universe, Professor Daiba unwitting unleashes an ancient horror from its confines. Five years later the malevolent alien force sets in motion a plan which reunites the various crewmembers of the Arcadia to sail the stars once more as well as bring Tadashi Daiba to meet Harlock for the first time",6988,10263,['Madhouse'],
Puchitto Gargantia,6.27,"['Sci-Fi', 'Mecha']",13.0,"Short episodes streamed on the anime's official site after every episode, giving background ",6989,10262,['Studio PuYUKAI'],
Kishin Houkou Demonbane,5.98,"['Comedy', 'Drama', 'Sci-Fi', 'Mecha']",1.0,"Lily Bridge, a young journalist, arrives at Arkham City, hoping to find a big scoop. However, with all the strange things occuring around the city, only the exceptional findings are news-worthy, such as the mysterious mecha known as Demonbane. However, upon finding a small piece of machinery that seemed to be connected with the Hadou Combine, Lily is determined to find the truth. Little does she know, she enters into a dark world, involving herself with Demonbane and the powerful forces that contro",6990,10257,"['Group TAC', 'Viewworks']",
The Invisible Stud,6.54,['Hentai'],2.0,"Mie happened to pick up medicine that an old man dropped. When he took the medicine, his figure disappeared. Soon he went to a public bath to peep, and began to molest. Then, he went to an all-girls s",6991,10257,['Y.O.U.C'],
Pinkerton,6.64,['Hentai'],3.0,Adaptatio,6992,10258,['Studio 9 Maiami'],
Opus.COLORs,5.73,"['Sci-Fi', 'School', 'Visual Arts']",12.0,"Once shunned by the art world, Perception Art has taken the world by storm. The medium has evolved to incorporate all five senses, allowing viewers to completely immerse themselves in pieces of art. As the son of the creators of this movement, Kazuya Yamanashi has inherited his late parents' talent and creativity for Perception Art. Now enrolled at Eisen High School, the first-year has his sights set on becoming the best Perception Artist.

Kazuya has a reason besides ambition to attend this prestigious institution, as he hopes to make amends with his estranged childhood friend, third-year student Kyou Takise. But the rift between them may be difficult to repair since Kyou and Kazuya belong to different streams of study at the school.

As luck would have it, the two are partnered for the exclusive Staircaser competition, in which the winners will represent Eisen for the year. In order to stand a chance against their competitors, Kazuya and Kyou will have to learn to set aside their differences first.",6993,10256,['C-Station'],2023
Dynamic Chord,4.65,['Music'],12.0,"Dynamic Chord is a record company and music agency representing the hottest artists right now with, in particular, four of the country's most popular bands.

They are rêve parfait with its own unique world view and progressive sound, Liar-S, an emo rock band, KYOSO, a group of highly-polished performers, and apple-polisher, which fuses dance with rock and roll. Against the backdrop of Japan's four seasons, comes a realistically depicted documentary movie about the encounters, breakups and trajectory of these 16 band members as they vie for musical preeminence.

(S",6994,10254,"['Studio Pierrot', 'Pierrot Plus']",2017
Marriage of God & Soul Godannar!! 2nd Season,6.88,"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi', 'Mecha']",13.0,The history is placed right after the -cliffhanger- end of Godannar when Anna looks surprised to see Mira driving the Neo,6995,10244,"['OLM', 'AIC ASTA']",2004
Chijoku no Seifuku,6.91,['Hentai'],2.0,Ba,6996,10251,['T-Rex'],
Leviathan,6.86,"['Adventure', 'Sci-Fi', 'Crossdressing', 'Historical', 'Mecha', 'Military']",12.0,"Set in a war-torn reimagining of 1914, Leviathan follows Alek, a fugitive prince of the Austro-Hungarian Empire, and Deryn Sharp, a daring young girl disguised as a boy to serve in the British Air Service. When fate throws them together aboard the HMS Leviathan, a massive, living airship made from genetically engineered creatures, they embark on a world-changing adventure that will challenge everything they know about war, loyalty, and id",6997,10238,['Orange'],
God Troubles Me,7.45,"['Comedy', 'Slice of Life', 'Supernatural']",12.0,"In the twenty-first century, gods and demons can no longer maintain equilibrium due to the rapid development of people in society. In an effort to restore proper order, the gods began to take care of the world, for which they will send a group of gods and monsters to the world to find the ""key"" to salvation. Su Moting is a girl with the personality of a ""demon child"". When her parents asked her to leave their house so that she could become independent, the girl meets the beautiful and charming god Tianjin and the mysterious demon cat Dukui. So begins the ne",6998,10235,"['L²Studio', 'TrioPen Studio']",
Full Moon wo Sagashite: Kawaii Kawaii Daibouken,6.69,"['Comedy', 'Fantasy', 'Supernatural', 'Shoujo']",1.0,"Mitsuki wakes up late, and must rush to a photo shoot. However, in her hury she forgets to bring Takuto and Meroko along. Now they must catch up to her, before the photo shoot begins, despite everything that gets in",6999,10240,['Studio Deen'],
Komada: A Whisky Family,6.86,"['Gourmet', 'Workplace']",1.0,"Koutarou visits Komada Distillery for a project on Japanese craft whisky. Led by young female president Rui, who took over the family business, the distillery works hard to reproduce its signature whisky, Koma, which they had to stop making years ago. However, not to mention financial backing, too many clues are missing to revive the once lost whisky.

(Source",7000,10237,['P.A. Works'],
F-Zero: GP Legend,6.53,"['Adventure', 'Sci-Fi', 'Mecha', 'Racing']",51.0,"Rick Wheeler was a police detective who got into a fatal car accident while pursuing the criminal Zoda. He was placed into artificial coldsleep for 150 years. Wheeler is brought back to life by Jody Summer and Dr. Stewart, who work with a group of good racers who try to keep prize money out of the hands of unsavory people like the Dark Million Organization run by ",7001,10235,['Ashi Productions'],2003
Rowdy Sumo Wrestler Matsutaro!!,6.08,"['Sports', 'Combat Sports', 'Seinen']",23.0,"Matsutarou Sakaguchi is a giant roughneck man with strength far beyond ordinary people. He never uttered words like ""work hard,"" ""strive,"" and ""dream"" like the typical shounen manga protagonist. However, he is stronger than anyone and peerless in sumo wrestling. His greatest weakness is his own carefree personality. He grows into a full-fledged sum",7002,10228,['Toei Animation'],2014
Welcome to Hinagiku Virgin Lost Club,6.91,['Hentai'],2.0,No synopsis information has been added to this title. Help improve our database,7003,10228,['Blue bread'],
Saint Beast: Seijuu Kourin-hen,5.96,"['Action', 'Fantasy', 'Supernatural']",6.0,"The seal which was imprisoning the fallen angels, Kirin no Yuda and Houou no Ruka, is broken and the two decide to get revenge on the God who had cast them to Hell by getting rid of the Heavens that had once been their home. Soon the guardian angels on Earth begin disappearing, and no one in Heaven can explain the happenings. But there is a sense of a vengeful animal spirit at work, and so the four Saint Beasts are called upon to investigate.

The 4 Gods of Beasts attempt to rescue the guardian angels, as well as to find out what this evil animal spirit ",7004,10224,['Tokyo Kids'],2003
"Protect Me, Heavenly Moon Guardian!",6.63,"['Comedy', 'Fantasy', 'Romance', 'Shounen']",22.0,"Tasuke Shichiri is the envy of his friends because since his parents are always traveling he can do as he pleases. It's a surprise present from his father that keeps him from being lonely: an odd ring known as the shitenrin. From it comes a moon goddess named Shaorin, dedicated to protecting her ""master"" -- no matter how much of",7005,10221,['Toei Animation'],1998
Uma Musume: Pretty Derby - Road to the Top (Movie),7.87,"['Sports', 'Anthropomorphic', 'Racing']",1.0,Theatrical compilation of Uma Musume: Pretty Derby - Road ,7007,10222,['CygamesPictures'],
Detective Conan Bonus File: Fantasista Flower,7.35,"['Comedy', 'Mystery', 'Sports', 'Detective', 'Team Sports', 'Shounen']",1.0,"""Fantasista Flower"" is a side-story OVA related to The Eleventh Striker. 

(Sour",7008,10219,['TMS Entertainment'],
Kimekoi! - Love Decision! The Reason Why I'm Going after a Girl Out of My League and My Childhood Friend,6.89,['Hentai'],2.0,"Hero Hajime is going to school with Misa and Megumi. He loves Megumi, and asks Misa if there is a way to win Megumi over. Misa produces a pill that is supposed to make the taker reveal their exact feelings for someone. It turns out Megumi has been wanti",7009,10220,['Silver'],
Spocon!,6.89,['Hentai'],2.0,"Tatsuya excelled at all sports during his school years. Now instead of being an athlete, he trains to be a coach at his former teacher's school Academy Josho. However, the leader of the swimming club Katsumi tried to seduce him in order to improve her results by any means. He opposed her actions, but could it be that the elite players from other clubs also have the same plan!?

",7010,10219,['Studio Eromatick'],
Shinsei: Futanari Idol - Dekatama-kei!,6.62,['Hentai'],2.0,"Riko and Mizuho's antics aren't over yet......!!

Riko: ""I want to be the top of the tops! Watch me become idol queen!""
Mizuho: ""It's a true privilege to work hard bringing pleasure to all my beloved fans.""

Two glimmering pop tarts with wangs in their ever-wet panties go further every day to meet the skyrocketi",7011,10214,['Studio 9 Maiami'],
Tabi Machi Late Show,6.2,"['Drama', 'Slice of Life']",4.0,"Departures are moments that evoke both hope and melancholy. Tabi Machi Late Show examines how these ambivalent emotions continue to persist long beyond that singular moment of parting. Azuma reminisces about her mentor as she sees off her own student; Kumeno recalls her short, turbulent friendship with Koizumi; Yukari meets an old friend during the Lantern Festival; and Sakurada fondly remembers the numerous students she has met during her teaching career.

Structured around a theme of goodbyes and journeys, Tabi Machi Late Show is composed of four intimate, slice-of-life vignettes that wistfully examine the lasting impressions people leave on one another.
",7012,10212,['CoMix Wave Films'],2016
Throne of Seal,8.13,"['Action', 'Adventure', 'Fantasy']",26.0,"Six thousand years ago, mankind's glorious reign ended as a result of an invasion of the demon race, brought about by the emergence of 72 demon gods. To safeguard the remnants of humanity, the Alliance of Temples appeared to stop the demons' progress and temporarily stabilize the situation.

At present, nine-year-old Long Hao Chen is training to become a part of the Knight Temple Hall. Through sheer dedication and the support of his companions, he passes the knight exam. Now, under the tutelage of his teacher Long Xing Yu, Long Hao Chen endures the Holy Resurrection Ritual to ascertain his capability. The ritual reveals that Long Hao Chen is a Son of Light—an individual who possesses a vast amount of spiritual energy.

Recognizing his disciple's promising potential, Long Xing Yu urges Long Hao Chen to become a strong knight capable of defeating the Demon Lord alongside him. With countless challenges awaiting him, Long Hao Chen may be the warrior that can end the era of darkness.",7013,10200,['Shenman Entertainment'],
Anata wa Watashi no Mono,6.16,['Hentai'],2.0,Based on the game,7014,10190,['New Generation'],
Yume Tsukai,6.43,"['Drama', 'Fantasy', 'Seinen']",12.0,"When people dream, they express their utmost desires and emotions within the confines of their mind; but when their strong emotions cross the border into reality, the dream can turn into an uncontrollable nightmare. 

Touko and Rinko are sisters known as ""yume tsukai"" (dream users), and their job is to take care of these nightmares. Using toys as weapons, the girls must both destroy the nightmare and return the dream to its rightful owner before the nightmare does any sort of serious damage. 

Have no fear, Touko and Rinko are her",7016,10184,['Madhouse'],2006
Lagrange: The Flower of Rin-ne – Kamogawa Days,6.74,"['Action', 'Comedy', 'Sci-Fi', 'School']",1.0,"As Yoko has her assistant scour the seabed in search of something, Madoka, unable to pilot Midori properly again, returns to Kamogawa to see the New Year in. Upon returning home, Madoka receives New Year's letters from Lan and Muginami, updating her about what's going on in their lives, to which Madoka makes a prompt reply. As the months pass by and Madoka moves up a year in school, Lan and Muginami visit an intergalactic replica of Kamogawa on the tourist planet Polyhedron.

Takes place between seasons 1 a",7015,10184,['Xebec'],
Meiji x Kokosake & anohana Receipt Oubo Campaign,5.7,['Drama'],2.0,"Meiji is holding a ""Meiji x Kokosake & anohana Receipt Oubo Campaign"" from June 2 to October 16 to commemorate the September 19 opening of the Kokoro ga Sakebitagatterun Da. (Kokosake) film. The Ano Hi Mita Hana no Namae o Boku-tachi wa Mada Shiranai. (anohana) and Toradora! anime staff are making this original anime and anohana's Menma character sings Meiji Chocolate's theme song in the campaign's c",7017,10183,['A-1 Pictures'],
Urusei Yatsura Movie 5: The Final Chapter,7.46,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Shounen']",1.0,"The Urusei Yatsura story comes to a climax in this animated retelling of the final Manga story (although not the final movie). Lupa, yet another one of Lum's fiancés, arrives on the scene, and Lum and Ataru have to repeat their game of tag in order to prevent the Earth from being destroyed.

All Ataru has to do to win is say ""I love you"" the three words he has steadfastly refused to say to Lum. Will he admit his true feelings and save the Earth? Or will his pride doom it to des",7018,10180,['Magic Bus'],
Kaichuu!,5.78,"['Comedy', 'Sports', 'Crossdressing', 'Seinen']",4.0,"Tachikawa Tetsuya is a freshman at a new high school and he wants to become a great archer, like his late grandfather, Fudou.

One day, a new transfer student joins his class. In a surprise to everyone, it is a cute girl and not a guy like the rumors were saying... The name is Sasaki Gonzaburou, and... ""she""... or maybe ""he""... well, this person",7019,10170,['add some'],
First Love,6.82,['Hentai'],3.0,"Based on the manga by Osuzu Akiomi.

Episode 1:
The story is about a brother Ani and his younger sister Kasumi who begin developing feelings towards one another.

Episode 2:
It's a love story of Sahara Satoshi and Aoba Chinatsudo walking to the same school.

Episode 3:
Is the story of Makoto and",7020,10165,['Y.O.U.C'],
Bondage Game,5.09,"['Suspense', 'Hentai', 'Psychological']",2.0,"Yuu is a girl who has lost her memories. She is mailed into a sadistic house of bondage where she and others are forced (or not) to serve their master, Renji, but there are serious conse",7021,10157,['ORADA COMPANY'],
